source_row,account_pims_code,patient_name,weight,mapped_alert_ids,mapped_alert_labels,status,account_id,patient_id,error
282,11246,Sammy,18.12,,,applied,60d44c27-2d19-4a5a-8ebd-01cab4769d3a,24876,
283,8744,Maggie,12.0,,,applied,4d9486aa-822f-4e7b-a957-24d92729d5ff,12756,
284,11569,Ozzy,5.28,,,applied,afee0a64-d410-4eb5-ae0e-b51f0adb488e,6448,
285,11843,Jerry Lee,20.8,,,applied,e8df872f-ae70-40c8-9463-48073aea7308,15423,
286,11801,Greta,6.28,,,applied,3792967f-bda3-4932-a951-055296460bb9,7384,
287,11619,Munch,18.0,,,applied,54930c3e-c2fe-42ac-9624-7d19f001c566,12332,
288,5840,Buddy,8.8,,,applied,82a8c18d-96db-413e-a247-c80537f41095,1090,
289,11078,Joey,9.4,,,applied,5b371dd0-ac9c-4715-8b19-ad43e3bc39c3,10905,
290,5434,Stash,13.4,,,applied,478adf53-8456-4fae-b6d9-10578332e1ae,25168,
291,10939,Zeus,70.02,,,applied,9f811105-ddc8-4013-a20f-7ec330588b1e,16883,
292,6260,Sadie,56.0,,,applied,f3edf04f-4e31-499c-be81-98ac3c8baf1b,1741,
293,11303,Sylvie,10.68,,,applied,7852f01c-ef38-448f-976f-834dca0acd99,17683,
294,9151,Cooper,71.0,,,applied,f830dd12-352b-4d65-a1e6-bcaa0dfc78e4,14690,
295,8638,Chloe,13.0,,,applied,f08ac389-168c-4b7c-a8d8-87fe412c3212,21392,
296,8013,Rumor,57.6,,,applied,09eaca04-a992-45a7-b40e-d869e9e6b6ba,24468,
297,11104,Pollywog,75.8,,,applied,fcb64c05-bcae-4e80-a1b8-a237ee8fb2bf,2928,
298,8404,Zander,7.8,,,applied,fc9c03d5-816c-4093-9fd0-3a6e0940318d,14224,
299,9562,Willy,75.4,"284,296",Muzzle for Treatments | No Rectal Temps,applied,03529b95-42ca-4550-a56e-612bfefffc40,21441,
300,11578,Gamby,5.6,,,applied,30b56eaf-9ce9-41be-8299-ff23c58d149e,3387,
301,8666,Sheldon,9.8,,,applied,c99317c9-d7d7-4bfb-9a3a-1bde17330e75,15430,
302,10450,Jasmine,5.2,,,applied,27252950-9d8a-42b8-a2fd-73f634820b9d,12766,
303,10568,Bear,52.23,,,applied,df2801b8-6328-42ed-9880-ba48651c1979,5071,
304,6617,CiCi,51.4,,,applied,3670231e-c005-430b-881b-5fbaac790d69,4579,
305,9927,Oliver,19.0,,,applied,f5356b3f-07a3-4b4f-a15e-3a7e3dd7d852,282,
306,3826,Rosie,11.71,,,applied,f8e14c2a-ec6e-4f58-9216-cb3db9304f53,9255,
307,9846,Magni,83.8,,,applied,d963d428-5621-4cf7-9fb7-8bb478b9f811,9231,
308,11589,Hadi,6.28,,,applied,f4eaf6c1-ea60-4c7a-b1cb-daa0cd7caf04,4256,
309,11731,Paulie,6.8,,,applied,f8649816-7293-4ebf-ba6b-3ebb68edf1d3,7737,
310,11281,Buddy,11.0,,,applied,da2ca103-f8c8-42ae-af32-00be11213c34,3273,
311,10705,Taffy,8.0,,,applied,e605cd5e-a49d-44d2-a78f-7f6c7d146fa9,19283,
312,11757,Pandi,15.25,,,applied,c7bce48d-336a-4e5e-beaa-ab9186bd5f40,14242,
313,11293,Willow,6.47,,,applied,106e5d29-07ec-4e6c-93b6-b47d9e90446e,4290,
314,11839,Oscar,13.4,,,applied,5c0aabf2-0663-464e-a7bf-bcfd0d5f70f5,11201,
315,10262,Molly,56.8,,,applied,649c0e5e-cf06-4960-8831-105c252a797e,12219,
316,11387,Penelope,11.56,,,applied,f4eec2ca-1c67-4871-a9e6-cad916383663,5957,
317,7505,Gryffindore,18.0,,,applied,2818ff0d-e416-42b4-997c-1a12a44c85b5,17916,
318,10567,Sophie,20.8,,,applied,bf0c4237-6176-4755-814c-1ddaa90fdb97,14384,
319,11829,Lil Dude,18.6,,,applied,1c51cb83-b98c-4034-bb26-ad9ccfd32285,9060,
320,10934,Becca,11.4,,,applied,b325a9c1-e8d6-4906-a863-5d2181954904,6807,
321,3010,Bella  (Kitty),5.47,,,applied,e24cec91-dac8-4eb3-a6a9-3efac15e9e51,2098,
322,11704,Fred,16.5,,,applied,d894519c-bbd8-4768-9580-d5a01d4755c3,12599,
323,7629,Peanut,11.53,,,applied,cddce6d6-3993-4c60-8aa8-48a7db5ec4e2,16689,
324,7815,Bentley Blu,12.0,,,applied,c3ef1c34-d3ef-407f-a3e7-d0bb264b370e,10133,
325,9067,Sparkle,91.2,,,applied,c0a663fd-08c5-46ac-b3c2-d44f8c4c6fd5,2431,
326,11691,Luna,8.5,,,applied,a1149da0-9609-4cd0-9424-47c462062e3a,20639,
327,10401,Rosie,39.0,,,applied,5c341dce-7636-4689-b138-00bdeea94cf9,12627,
328,8034,Zoey,68.0,,,applied,24e28690-d1fe-47a6-a63d-726e462689a2,2324,
329,9687,Jessey,16.19,,,applied,5f6b8cd1-7b4b-4017-b285-58deaaf8ed5d,19792,
330,11069,Julie,14.0,,,applied,cc2df4fc-2ec5-4450-beba-6c426ead537e,13339,
331,2364,Finn,18.8,,,applied,87260d43-ec54-4835-a344-5cb5ea190a3a,6623,
332,8607,Domino,17.8,,,applied,fb834a61-11b0-4ace-be99-1da5a5bf9865,14758,
333,8275,Lily,71.4,,,applied,0f272b78-93ed-4f1f-9b6e-04e4d7bce420,7128,
334,4995,Willow,55.8,,,applied,d3f3fda5-1abe-4b01-bd69-92ae962f035e,5816,
335,11838,Ollie (Axe),38.2,,,applied,75b516a9-648a-4d8c-9868-b3e0ed91ae07,15264,
336,11626,Benjiman Button,12.68,,,applied,33822477-2a22-410f-9207-5c4e47c688ae,14062,
337,4600,Rosie,70.8,,,applied,e5b9b808-7d88-4277-9402-dc6cab6fdfb4,18492,
338,11386,Matilda,12.5,,,applied,7e90cbe3-256c-40d2-943b-cae3274466ba,19635,
339,11239,Benji,35.8,,,applied,8e099930-f595-4d28-932e-fba0b55701a3,1034,
340,2340,Jack (#2),8.65,,,applied,71fa2e94-76d8-42d7-849e-b05c13285323,25122,
341,11698,Charlee,0.0,,,applied,6aa47342-01b3-4d91-a82b-90cc60132bc0,12918,
342,11001,Princess,11.28,,,applied,a9098275-4a23-4ab8-a313-ffd6721f917f,15198,
343,8810,Lola,55.4,,,applied,d6640797-319d-4f85-b305-98ec40b4eab3,21543,
344,6902,Angel,10.2,,,applied,4b4d7b6e-91cb-466b-89b5-4bec5cbcf8b9,11595,
345,10416,Macy Gray,10.8,,,applied,8302e2c9-9431-405d-a78e-1d7317681e21,24739,
346,11514,Sassy,24.4,,,applied,147b9ce6-e8b0-41d3-9a7f-4326979b5964,13479,
347,5863,Teddy,23.8,,,applied,7e9ead2e-7e4e-4b9a-bacb-0cfbf64d247d,873,
348,10569,Daisy,61.4,,,applied,c10d0909-4ce4-42be-a76f-5716bb1d05f1,11724,
349,10901,Nala,7.22,,,applied,15ef5056-71a2-4e0e-a843-05ad91640c27,8419,
350,9435,Senshi,11.84,,,applied,ec059da3-9f8b-4c40-8096-4fbd77403f13,3963,
351,9458,Rocky,10.56,,,applied,43972f85-2ff3-4b52-b20b-070d7a21287b,10600,
352,11113,Muffy,10.0,,,applied,44d119bf-fc9f-4fc2-b115-eb76df665acc,11826,
353,11211,Patrick,8.4,,,applied,590c4679-d92d-4511-b544-e1dbc5281cc3,11045,
354,11382,Oliver,35.8,215,Caution - Will Bite,applied,2142e39f-cb65-4c04-a09b-ea688c15231d,9545,
355,10534,Girl,9.71,,,applied,8102fdf0-36c7-4389-b7f1-d28519620131,6056,
356,1766,Kylo,16.95,,,applied,f9998e08-5a14-4ba1-8f36-1ec51fa47b81,17693,
357,10824,Ducky,10.06,,,applied,9b3b43e7-df76-491f-a3c0-84f4133b4040,5797,
358,7412,Nola,12.4,,,applied,5b1bfe9a-76e0-475e-b5d6-d84c2a1fdae7,24384,
359,6269,Oliver,7.9,,,applied,dd0348b4-3b0a-4a04-bde4-e345c74ef7b7,2629,
360,8438,Callie,40.4,,,applied,7ddd9ff1-0f00-48c7-8d61-493386c2012d,9484,
361,7711,Sheldon,12.6,,,applied,913b8aa2-61cb-4cf4-aec6-dc24d7a43fe6,14048,
362,11845,Dexter,31.6,,,applied,7aa2f88c-9726-4976-a263-7a0b7b0cdf89,5967,
363,11805,Mika,64.8,,,applied,4834e6d4-fe0c-4217-9e15-cb202af61107,12168,
364,6394,Oreo,15.4,,,applied,6cfe1a43-9a8b-4f22-b26f-40b09ccaa790,14101,
365,11254,Dory,13.8,,,applied,da590c6e-a736-41fa-a0e6-681988356c37,24002,
366,11461,Amor,4.8,,,applied,453e8839-0383-47af-86b3-be41d3efbd07,4850,
367,11904,Bella,53.8,,,applied,1096f5b8-cd5c-453e-a150-d6e6560c05e7,6477,
368,2530,Kitti,12.55,,,applied,fad5f091-ed44-4775-8721-43ab62c32ffe,7825,
369,11194,Hazel,23.0,,,applied,2a0f6607-0007-43fc-bbe3-aaf12e52cf2c,6812,
370,11789,Big Boy,9.84,,,applied,f53f3c66-52f5-45e9-801e-1205b94ea1f3,2963,
371,11291,Duke,13.8,,,applied,795b931b-cded-45b7-9c4c-1adc889b19db,22524,
372,11443,Hemi,11.7,,,applied,fd25a5b3-c8c7-4665-8138-91f1a3b58f61,1509,
373,11791,Winnifred,0.0,,,applied,f85162c2-32ae-4bdb-a095-a8ac07898f3b,16250,
374,9758,Takeo,17.8,,,applied,ad14b10f-2715-4261-8fe1-0ea7d1bece7e,16560,
375,11344,Emmy,6.8,,,applied,c3cf8ffc-b491-400d-a45b-fda61091772d,7844,
376,11579,Tank,67.6,,,applied,07fd62b3-bd3a-4f01-a796-92abe11d4d1a,5969,
377,8442,Blue,45.2,"284,200",Muzzle for Treatments | Cat Aggressive,applied,0e1d2a83-5c5f-4f17-9637-3031fad468f5,8218,
378,3178,Calli,82.4,,,applied,3313cac3-5e7a-4a96-86fc-662165342eb2,5230,
379,11588,Lola,40.6,,,applied,07cb8b20-87c2-4b3c-8bdd-78412d5bb2d4,12341,
380,11570,Perla,9.0,,,applied,6436367c-9970-48b6-867a-b94b032c2442,15466,
381,8104,Clover,30.8,,,applied,0da2f07b-02d7-4991-b556-be02c9a2ca93,18655,
382,11921,Tiger,6.09,,,applied,efd5bd52-98bd-44f3-95a2-ff7bb17268d7,183,
383,6183,Cotton,11.84,,,applied,05cc0223-3df5-46c8-a822-46b05946c393,5799,
384,11307,Sophie,9.68,,,applied,ad152002-6223-4298-9896-cfecb49872af,18274,
385,9923,Ellie,14.4,,,applied,215bd4a1-ebab-42db-b4a9-786179a624c7,12980,
386,8058,Dixie,33.0,,,applied,94423a86-f2a4-4a97-8ac6-dbc81ee05386,140,
387,11493,Aleksys,6.37,,,applied,6b7c2301-8f07-4b72-80bd-d8c9ad7831d9,12517,
388,10057,Shiloh,50.2,,,applied,1415ca55-a0c0-4b52-b2b8-7a48ce902549,3860,
389,4881,Jasper,6.6,,,applied,3d0d8e06-0799-4592-94ec-5af4f556949d,10428,
390,7142,Yodi,12.88,,,applied,c001f0dd-42d9-4a26-8a5b-c328e4b54983,7889,
391,11253,Rex,70.8,,,applied,ab6cf123-d32c-4110-8813-4595aa7bcdbb,6778,
392,11818,Dexter,9.0,,,applied,b6b134f8-15fd-40e1-b8ab-f32d035c3cfa,2694,
393,8238,Chloe,18.8,,,applied,ccb18c75-07e2-45fd-8b2b-eb0532fba36a,16654,
394,10764,Sweet Pea,65.6,,,applied,d735289c-86f7-4144-b4da-430f67cc4b02,2248,
395,7234,Pet Donations,0.0,,,applied,4e6b69aa-e577-4fed-92b4-b454890082c2,1938,
396,7645,Sunny,74.6,,,applied,c9332574-f614-400b-9fca-bfd58ec2c42b,10016,
397,8039,Missy,10.38,,,applied,732d2191-7703-438b-b4e8-17b769a829b0,2748,
398,8371,Flash,46.0,,,applied,0f62d1e0-7450-49f6-9c39-3a3af0219e28,1811,
399,11339,Andy,54.4,,,applied,092d4b9b-23ed-420f-8386-1f326d34556a,25915,
400,7808,Buddy,15.0,,,applied,b18832f0-bf5e-43c9-b160-d2607e2a4b6d,4720,
401,11750,Boy,0.0,,,applied,91f3a7ef-f8cf-47e2-9c55-a289f4be2018,6693,
402,11457,Bella,42.0,,,applied,98560ff6-b7ab-47aa-8888-fd1ac14da0d7,6239,
403,10076,Mickey,15.8,,,applied,54070720-77b6-4ab1-9be9-d7e49d5a06d0,12987,
404,11634,Lily,63.6,209,Caution - Go Slow,applied,32586771-8385-4db4-955c-25738d31eac9,12624,
405,10914,Rocky,56.8,,,applied,c06400c8-2eb1-4466-a30e-d5b3cc435bad,1847,
406,11328,Lady Who,11.62,,,applied,ef6f9155-38ed-4dc8-804e-ffec4e7fdb8f,5035,
407,11596,Luna,27.8,,,applied,b8d66374-74e9-44d5-96cf-7ff69ae3460c,21350,
408,11765,Sam,97.8,,,applied,d5a9a1e3-82fa-4684-b3a0-c4b3ae7bf89c,20079,
409,7484,Bruno,37.2,,,applied,655ab677-98cc-411d-bb56-e5a3bade5baf,20777,
410,11837,Bam,8.0,,,applied,2dd8b6e6-01cb-4123-b308-519a4a09abbf,1946,
411,8464,Moose,49.6,,,applied,124af21f-14d7-4b9d-8f18-3b47ef2d2c0d,9553,
412,11863,Brandy,45.8,,,applied,9084d715-af73-4e8d-8e27-e1af04f72798,10377,
413,11683,Sam,81.4,,,applied,fd73d4da-4ec6-4dd6-8d1b-2ded7b92c8fe,3896,
414,11323,Layla,76.2,,,applied,cc2db6b0-61ab-4aaf-a2d2-bd05e7513e6c,9102,
415,11305,Macy,9.0,,,applied,d4574efd-19c0-457a-ae27-dbf43dae558a,4598,
416,11530,Max,59.8,,,applied,2c83e6e5-3363-4ac2-8885-f4b32a40d382,1642,
417,11895,Kelsey,67.5,,,applied,3c154389-3964-4b3e-b7de-7dc85b4e1251,2648,
418,6267,Chloe,17.6,,,applied,f84e1073-0bb4-4e45-9fdc-57bb7d284cab,22462,
419,11283,Prince,15.0,,,applied,858c6dc9-0289-49e5-8652-32e45f00fd8b,25350,
420,10285,Stevie,10.0,,,applied,37d70bc8-af21-4666-9df1-206309d48c7b,24688,
421,11161,Morgan,79.6,,,applied,c4df009a-52dc-45c4-b5e7-8aa8df7354d7,16709,
422,10989,Pepper,11.78,,,applied,d77b67ff-2789-4a97-8354-a31dbda4bd38,20261,
423,11908,Mulligan,79.2,,,applied,74d7ceb3-5b55-4e1f-bd4f-988db5c81024,8364,
424,11126,Peyton,72.4,,,applied,e9b87cef-78c1-48a2-90c3-0dab90a2b682,19701,
425,11617,Nico,35.0,,,applied,ebaebdae-184a-4f24-9613-78e1191df453,21212,
426,11446,Tux,20.0,,,applied,f17131d1-bb78-48ed-873a-1776536c453b,14176,
427,10418,Tabbykin,21.12,215,Caution - Will Bite,applied,2c7c77b9-2a29-4854-a2ff-7ba160b29a3c,16596,
428,11784,Martin,3.5,,,applied,0cf56881-0670-4f29-90e9-031c0bcc2700,5854,
429,209,Belle,135.8,,,applied,8471dbe7-d779-448e-9efe-e14dde41d32d,8934,
430,9501,Zelda,48.4,,,applied,7eb04a8d-b5ed-4e89-892b-697248f212f7,17839,
431,11500,Nebula,11.25,,,applied,935b2f1b-1248-4e9a-add0-455cf443ab5c,1659,
432,2873,Abbey,10.0,,,applied,de96b318-7704-42c9-875c-6ba4536c30cf,22656,
433,11875,Mj,45.8,,,applied,d76348a6-213c-41d5-9580-8f5872244240,24742,
434,9500,Dante,47.2,,,applied,eed7f6d2-df69-46bc-8964-e507ec15de9a,14233,
435,7734,Loki,47.2,,,applied,052964e6-4326-45a0-97b4-8e9f3f1864cd,12972,
436,10659,Kaluhua,8.0,,,applied,d21052ba-37b1-4705-9a36-fa2e526a4201,12691,
437,11396,Simba,0.0,,,applied,001f1c08-2992-419a-8af0-a956401dba23,21929,
438,11823,Duke,23.8,,,applied,6421380b-265d-4aea-8cec-f47cbd703bd9,24316,
439,11830,Joey,10.84,,,applied,953128e1-e1b5-4446-8d09-ba9dd1fd5398,21729,
440,11284,Augie,60.0,,,applied,022cf6ba-d8da-4587-853f-e70a76bf1b93,9706,
441,10627,Link,14.8,,,applied,dc266c82-c8a8-443f-8d7e-7c7950b8f189,12545,
442,11909,Mingo,12.59,,,applied,5246b6a7-87f3-4809-97c0-6976e1bb6e5d,24961,
443,11439,Oreo,15.0,,,applied,a2ac8b43-06ec-4038-bd7d-3e0b339b4c61,24147,
444,11608,Cowboy,11.31,,,applied,7262664a-3859-4644-a4f0-a30d8fc2e8b9,13002,
445,11480,Leonidas,0.0,,,applied,950c95e5-e17b-4781-9f9e-830dd9a50ca1,1891,
446,9673,Ziggy,14.2,,,applied,53148256-5b1c-47b1-801d-b94392ee621e,712,
447,10838,Frankie,130.6,,,applied,81f8409b-4ad1-4e5d-9473-7afe60fae3ab,1696,
448,11091,Mor'du,118.4,,,applied,00272eec-5df1-4f59-a335-c2b0218efc24,5670,
449,11190,Just Dean,5.56,,,applied,133d41de-a685-40c4-9a98-573b8c25d8f0,20708,
450,5668,Tessie Star,20.2,"215,284",Caution - Will Bite | Muzzle for Treatments,applied,4fed54cc-7527-4d86-842e-6cc5f0527538,24392,
451,11695,Greece,10.97,,,applied,144c3b88-c29b-487f-9d1c-af7ac2521b9d,4506,
452,11662,Buster,9.4,,,applied,c3631e06-7b95-42fc-ba2e-9cfd65a4955d,10509,
453,9495,Ellie,17.25,,,applied,4e3b8961-c4c6-4318-a2d8-0120eb1a4b76,25087,
454,10680,Denali,16.5,,,applied,53ddb627-efdd-49cb-bd19-2540ebb23254,19699,
455,11470,Charlie,14.25,,,applied,e6bb10f3-3aca-4421-b04f-68137d7ead99,2834,
456,11432,Ozzie,68.8,,,applied,7b6345ef-71da-4f1d-bdcc-5eaee6846f26,9434,
457,11428,Sammie,8.2,,,applied,a8291784-a8f2-4eaa-9920-13bf89822279,12442,
458,8844,Simba,59.8,,,applied,2a752301-359c-4092-b5c4-e57c391cc522,1862,
459,11665,Lukas,40.4,,,applied,b75c2bbf-cef0-4d57-a034-38a1ce546e77,10015,
460,11117,Lemony,66.4,,,applied,cf227ef7-f9cc-4bd9-b95b-edcdabc9c101,3892,
461,11149,Daisy,8.4,,,applied,c0e25aaa-40d3-4ee0-b4d4-501de6699c95,20024,
462,7171,Sammy,14.0,,,applied,6c165dc1-5c3f-42a4-bf65-c91714be4b7f,16878,
463,9011,Bob,12.8,,,applied,78359b97-3c4d-47dd-9e2b-71dfedbdff51,14378,
464,11803,Duke,111.0,,,applied,8c5f4e31-3bc6-40fe-bd94-53fc5a1a18dc,13104,
465,11637,Zion,14.16,,,applied,5b894997-d5ce-435b-95ef-17a64a5910e6,5761,
466,6904,Sidney,36.0,,,applied,04c9fd6a-f28b-448b-8e90-4f6c1ddcbabf,23885,
467,2749,Sergeant,15.4,,,applied,09aa739a-836f-4e3b-ac33-c4cbfd5d3e01,16085,
468,11517,Oliver,39.4,,,applied,adb62d88-b5e2-47e2-ba97-bf59e971b60c,4799,
469,3897,Gizmo,26.0,,,applied,7355b768-e15e-41e3-8e79-e3ef5d43abf9,23001,
470,7752,Lola,5.4,,,applied,6c00529b-2c6d-4024-b078-4ec641c42803,5941,
471,4894,Katie,11.4,,,applied,df008341-4a48-417b-b0c5-15191c7f81e9,13375,
472,6822,Lexus,15.4,,,applied,652a6d43-96fa-4325-a859-f656964f59ec,18874,
473,10251,Gunner,67.2,,,applied,31eb8e18-bf67-4575-8cc8-8974bd6065e5,15369,
474,11790,Cheddar,2.28,,,applied,b5a70982-cec1-48a5-b95b-bc611ce6967d,9214,
475,7692,Mochi,14.2,,,applied,89e6db15-2ad6-4ce6-948c-3a2483ff034d,2104,
476,9990,Mokey,31.2,,,applied,90456f63-ba73-4145-8913-6e570271e5fb,22071,
477,8396,Hanzel,4.94,,,applied,b513ac93-2b05-4e40-bff3-fc65d5994847,16754,
478,11471,Bane,72.4,,,applied,9724f9f9-68e3-4cdb-bd59-0d24dc35cc9a,17143,
479,6850,Cloud,70.4,,,applied,fb50f3ae-1942-4357-85a0-97d1fe992857,8728,
480,9683,Kit Kat,10.44,,,applied,87fb5478-6971-4779-9622-16dd01d67fe4,5260,
481,11807,Mene Hune,17.2,,,applied,dde86f51-da4a-4cf7-b3a4-d2f1f8d84c89,3552,
482,7493,Coco,4.06,,,applied,22f75d78-882e-4875-9b17-bed959d35ba4,3381,
483,2721,Scout,74.0,,,applied,41a65cf8-f6aa-403f-bccc-cf366fd91135,8059,
484,10556,Ranger,56.0,,,applied,b5690ac3-fb94-4bba-8d6c-7a7ef0530695,7379,
485,8333,Blaire,12.31,,,applied,72ae41d0-aecc-475c-b4fe-e3e6872bf330,6366,
486,10196,Miley,80.4,,,applied,9c7b0585-53a5-4723-a95c-f7f621228610,9912,
487,11604,Cashew,14.0,,,applied,a18f3b38-20f1-4f69-9dcc-3503410c1e49,7750,
488,8409,Sadie,33.4,,,applied,29cef7b4-5117-4981-950c-aa6628365659,5754,
489,7959,Sweet Pea,8.25,,,applied,1dbe6006-1f9f-4c07-8471-f9fb485177cd,5108,
490,11399,Carmela,34.4,,,applied,37cc4fad-e884-49fe-9e23-ea588bb6baad,25192,
491,9794,Molly,14.8,,,applied,34ce7f43-cc7c-41ae-b25d-9bcb7c99c196,21571,
492,11349,Bear,47.6,,,applied,a661427b-6720-45f2-add0-d07e515a7d59,14957,
493,11109,Jake,12.0,,,applied,f5147f95-614a-4722-b1e4-0d26b736e78f,19649,
494,11592,Honey Bun,9.6,,,applied,43f9351b-8c81-45bc-b28e-77b090450e55,15438,
495,8618,Teddy,17.4,"215,284",Caution - Will Bite | Muzzle for Treatments,applied,14c98c9e-e2a9-4516-bd01-9eed18f93d7d,2256,
496,11260,Domino,22.2,,,applied,ad69ff36-abb2-4240-a41a-4c11db229c4e,10720,
497,11523,Uno,48.8,284,Muzzle for Treatments,applied,88c86de1-1ede-4358-b6ba-be99ba945f3c,8313,
498,10559,Barney,53.4,,,applied,5d5ac76e-558d-44b6-8027-432895a182fe,13920,
499,9843,Stowie,16.37,,,applied,dda25b60-1712-45f8-945e-7d29cddd5739,22134,
500,10532,Kane,93.4,,,applied,377f358f-d21f-4553-a679-508f3d222723,5388,
501,11429,Wiley,14.4,,,applied,ca9ae786-5cc4-48db-b62b-90b5db7026bb,25086,
502,10121,Simba,74.8,,,applied,76bd942f-de96-471f-a813-584982114314,20578,
503,7884,Stella,48.6,284,Muzzle for Treatments,applied,cd7de0b8-9f4e-42d3-8b87-bebf66d0ce9d,11620,
504,11702,Celeste,6.62,,,applied,a0891b8a-a32f-4c50-97ef-2cc6c5a6b7ac,21011,
505,11212,Baxter,13.7,,,applied,090b7818-19ba-48b2-9ee3-5c1ffb0d30d5,2220,
506,11343,Clover,39.0,"215,284",Caution - Will Bite | Muzzle for Treatments,applied,4169f5e0-c3ce-4e99-9feb-2cb7494592cc,11756,
507,9745,Archie,0.0,,,applied,2f458db3-b508-4878-b8da-36535fd60ecc,15199,
508,5144,Betsy,7.8,,,applied,cd4c12d9-283a-4462-99d9-fcd1f6307c72,7491,
509,11420,Mocha,11.22,,,applied,40e384b4-7802-46d3-900b-1f45420a3631,22481,
510,10638,Piccolo,65.8,,,applied,ebc47fb1-4ad9-466e-b435-9d6f7e8767c0,8698,
511,9128,Toby Lucas,36.4,,,applied,4a08fddd-f6dc-474b-9a7f-3665882ee3ea,20455,
512,10524,Ash,16.28,,,applied,acd271e4-4581-4e80-82cf-c54829aec3d4,24064,
513,11915,Star,8.19,,,applied,328dffdd-0d40-4242-b01b-1531bcacc002,5538,
514,7434,Lena,12.0,,,applied,742b951a-c14d-439d-bdb9-c61d34ba628a,21247,
515,11068,Bailey,11.2,,,applied,9f0910c7-618e-46de-892b-915942cfa627,16809,
516,11800,Jamie,73.0,,,applied,34ead71a-ba8d-4609-b063-38da32fe25a9,24337,
517,11638,Pickles,7.71,,,applied,d28de384-332f-40be-a75f-7e94c70327b0,9201,
518,11929,Scruffy,19.6,,,skipped_missing_account,,,No Instinct account match by pimsCode
519,10763,Simon,14.81,,,applied,bbbbd3d4-d171-4717-8b5b-3c4ec6f8fa97,14335,
520,11600,Shadow,14.2,,,applied,ffa2e114-d287-4e3d-8f9f-e135ada86e44,17633,
521,11599,Egdy,39.2,,,applied,1ed3708b-a33a-43a6-8b98-49832e2dffb4,10433,
522,11565,Rose,13.56,,,applied,de8fc5f7-6e71-4a77-a7d0-0cde187e69d4,20368,
523,4864,Penny,61.0,,,applied,124c703a-61ce-4542-a6ea-27c2e728e84b,20942,
524,11562,Buddy,125.0,,,applied,dfab2dee-0c73-49ae-a63e-aca73e4b3fa0,8862,
525,5346,Hagen,35.6,,,applied,55a38ff1-d945-44fd-bd3d-e665750dc768,16234,
526,4140,Fletcher Blu,51.4,,,applied,681c413f-0826-4026-bc94-5cae7e347dc2,10753,
527,11745,Finley,53.2,,,applied,4ca48048-4589-4cb3-9cdf-dc7119efdaf2,6102,
528,11327,Bear,109.6,,,applied,e1fe1017-c632-4ac2-a5ed-e8608925763e,14267,
529,6240,Eva Rose,12.22,,,applied,b9e0e680-4e29-40d3-b417-bc8a277c3824,11548,
530,11655,Sadie,31.4,,,applied,573efffa-1667-446e-bb9f-b11660a77112,7339,
531,11009,Katie,13.72,,,applied,d64457fb-fda0-498f-9c8a-32229b6e4c31,11186,
532,9091,Mr Sister,10.19,,,applied,9bf6d2bc-5eae-440e-ba38-2cd52c8f0f35,3174,
533,6128,Rocky,74.8,,,applied,73a6a1a2-da84-4782-904b-ff3b0ae5c5a5,1734,
534,10379,Jorgi,32.4,,,applied,811cda14-ce52-4bb2-b17b-5cec32599b5d,19496,
535,10953,Maui,56.2,,,applied,03e03ca0-aefb-4dd7-84fd-adce1d758256,8394,
536,9181,Luna,16.71,,,applied,e07953f9-b3b7-4674-9c57-484fb4e46241,10704,
537,11507,Astrid,18.2,,,applied,99c30846-8272-4bd6-9e3e-364106da9463,16718,
538,3007,Bootsy,12.4,,,applied,aee2578e-8647-48af-8d8a-6f9c75894b8d,24498,
539,4695,Lily,12.4,,,applied,af591849-958b-47b6-8e8d-ea6fcf559ff0,20767,
540,10042,Mac,75.0,,,applied,8a04b321-fa2c-4516-8a19-370356a9c33f,20383,
541,11582,Gunner,97.8,,,applied,f4a7056e-ebfd-4168-8917-2e36afa3b067,8922,
542,11643,Marvin,0.0,,,applied,1b2f175c-54a4-40f5-accf-6995abfbcf26,2026,
543,11724,BJ Golden,62.6,,,applied,81bce41c-a9ac-4f0b-9498-91bf54dbd16d,9014,
544,10772,Lucy,13.8,,,applied,0116ce8f-eda9-4d84-ae9c-314716586fc8,26079,
545,11300,Nala,14.2,,,applied,ef266075-f0ff-40e1-a692-c6dc0ec89647,17504,
546,11854,Archie,12.34,,,applied,6bbfce1c-3453-4d99-b170-030f448c5cbb,20065,
547,11415,Nala,7.68,,,applied,635edce9-b45f-457e-8dd2-0d9ad2e38504,16449,
548,10361,Zero,15.37,,,applied,6e5bb4db-5428-44dc-a3f0-f6cc6974c4c1,12068,
549,11255,Lily Belle,8.2,,,applied,8d89a9c1-2ecf-45cd-8c8e-1008c4aa20a3,10922,
550,10339,Nikki,20.8,,,applied,e4287d49-dead-440c-a3fd-faf0ac84849e,4114,
551,11186,Trooper,125.0,,,applied,eb55cf65-0120-40e2-9fec-cc73f52b2155,11932,
552,9719,Luna,7.0,,,applied,6740b4ed-d7ac-4f27-9590-25114cbe70d5,1485,
553,9457,Clara,16.8,,,applied,05e423e1-d179-4912-b8cf-02115a739014,12659,
554,11528,Cricket,55.0,,,applied,f2ef4bf3-3dbf-467c-a5b3-27f4cac6f818,8667,
555,5859,Tara,10.81,,,applied,f3ebb11c-d109-499b-b278-4a469600166a,6039,
